model_number,species,order,family,ds,log10mdd_family,log10mdd_order,log10mdd,log10mdd_best,form,growth.form,height,habitat,riparian,fruit.type,category,dispersal.adaptations,seed.mass,mechanism1,mechanism2,mechanism3,mechanism4,mechanism5,distance,dispersal.ref,NZ.dispersal.notes,overseas.dispersal.notes,DW.dispersal.notes,NZseeds,NZFloraOnline,NZPCN,Kew SID
2,Jacobaea vulgaris,Asterales,Asteraceae,wind.special,NA,1.315952850702529,1.4338702844058628,1.315952850702529,NA,herb,1.2,"NZ Flora Online: bank, coast, dry, forest, forest edge, gap, grassland, gravel, hill, log, lowland, margin, moist, open, pasture, peat, ridge, riparian, river terrace, riverbed, roadside, sand, shaded, slope, stone, terrace, track, wasteland; NZPCN: Especially abundant in areas of higher rainfall (Webb et al.,1988). Plant of open ground and light gaps: wherever there is sufficient bare ground for seeds to germinate and establish. Found mostly in open forests, riverbeds, swamps and pastures. Grows on coastal slopes and along tracks (West, 1996).",riparian,achene,dry,"pappus, none, trichomes",2.0999999999999998e-4,wind,wind.none,water,attachment,NA,"Most seeds dispersed downwind of the prevailing north-easterly and within a few metres, with rare distances of up to 36.6m",Wardle 1987; West 1996; NZPCN,"Seed dispersal of seeds from disc florest by wind but those from ray florest unspecialised, dispersal by attachment but not internally (Wardle 1987); Dispersal of seed via water, animals, vehicles, clothing, hay, chaff (NZPCN). Numerous small seeds are dispersed widely by the wind (West,1996).",NA,NA,NA,2022-06-08T00:00:00Z,45043,2022-06-21T00:00:00Z
2,Jacobaea vulgaris,Asterales,Asteraceae,wind.none,NA,0.04149490417161453,0.06603645180911723,0.04149490417161453,NA,herb,1.2,"NZ Flora Online: bank, coast, dry, forest, forest edge, gap, grassland, gravel, hill, log, lowland, margin, moist, open, pasture, peat, ridge, riparian, river terrace, riverbed, roadside, sand, shaded, slope, stone, terrace, track, wasteland; NZPCN: Especially abundant in areas of higher rainfall (Webb et al.,1988). Plant of open ground and light gaps: wherever there is sufficient bare ground for seeds to germinate and establish. Found mostly in open forests, riverbeds, swamps and pastures. Grows on coastal slopes and along tracks (West, 1996).",riparian,achene,dry,"pappus, none, trichomes",2.0999999999999998e-4,wind,wind.none,water,attachment,NA,"Most seeds dispersed downwind of the prevailing north-easterly and within a few metres, with rare distances of up to 36.6m",Wardle 1987; West 1996; NZPCN,"Seed dispersal of seeds from disc florest by wind but those from ray florest unspecialised, dispersal by attachment but not internally (Wardle 1987); Dispersal of seed via water, animals, vehicles, clothing, hay, chaff (NZPCN). Numerous small seeds are dispersed widely by the wind (West,1996).",NA,NA,NA,2022-06-08T00:00:00Z,45043,2022-06-21T00:00:00Z
2,Jacobaea vulgaris,Asterales,Asteraceae,animal,NA,2.4894018415773957,2.4554904629836014,2.4894018415773957,NA,herb,1.2,"NZ Flora Online: bank, coast, dry, forest, forest edge, gap, grassland, gravel, hill, log, lowland, margin, moist, open, pasture, peat, ridge, riparian, river terrace, riverbed, roadside, sand, shaded, slope, stone, terrace, track, wasteland; NZPCN: Especially abundant in areas of higher rainfall (Webb et al.,1988). Plant of open ground and light gaps: wherever there is sufficient bare ground for seeds to germinate and establish. Found mostly in open forests, riverbeds, swamps and pastures. Grows on coastal slopes and along tracks (West, 1996).",riparian,achene,dry,"pappus, none, trichomes",2.0999999999999998e-4,wind,wind.none,water,attachment,NA,"Most seeds dispersed downwind of the prevailing north-easterly and within a few metres, with rare distances of up to 36.6m",Wardle 1987; West 1996; NZPCN,"Seed dispersal of seeds from disc florest by wind but those from ray florest unspecialised, dispersal by attachment but not internally (Wardle 1987); Dispersal of seed via water, animals, vehicles, clothing, hay, chaff (NZPCN). Numerous small seeds are dispersed widely by the wind (West,1996).",NA,NA,NA,2022-06-08T00:00:00Z,45043,2022-06-21T00:00:00Z
2,Leucanthemum vulgare,Asterales,Asteraceae,animal,NA,2.3872819073226874,2.3124451410825824,2.3872819073226874,NA,herb,1,NA,NA,achene,dry,none,4.1999999999999996e-4,internal,attachment,NA,NA,NA,few seeds dispersed more than 0.6m (Clements et al. 2004 & references therein),Clements et al. 2004; Albert et al. 2015; Green 2015; McDougall et al. 2018,NA,"No dispersal adaptations (Rosenthal 2006); seeds are dispersed by deer internally (sometimes; Albert et al. 2015). Viable seeds germinated from gull faeces (Green 2015); seeds viable after passage through farm animals including cattle and horses, seeds attached to sheeps fleece on rare occasions (Clements et al. 2004); seeds attached to animal (kangaroo & fox) fur in experiment (McDougall et al. 2018); undefined seed dispersal morphology (McIntyre et al. 1995)",NA,NA,2022-06-15T00:00:00Z,NA,2022-06-21T00:00:00Z
2,Osteospermum moniliferum,Asterales,Asteraceae,animal,NA,2.879046366356382,2.514069443320336,2.879046366356382,NA,shrub,2,"NZ Flora Online: bank, clay, cliff, coast, dry, forest, gravel, hill, lava, lowland, margin, open, pasture, ridge, roadside, rock outcrop, sand, scrubland, shrubland, silt, slope, stone, terrace, wasteland. NZPCN: mainly coastal areas, coastal cliffs, inshore islands, dry shrublands, shrubland margins, consolidated sand dunes, gumlands, roadsides, quarries, wastelands, exotic plantations",NA,drupe,fleshy,fleshy,0.0312,internal,NA,NA,NA,NA,NA,Esler 1988; Webb et al. 1988; Fromont & King 1992,The fleshy fruit is dispersed by birds (Webb et al. 1988); Fruit is eaten by possums (Fromont & King 1992).,bird dispersed (Cronk & Fuller 1995),NA,NA,2022-06-15T00:00:00Z,45097,2023-06-20T00:00:00Z
2,Pilosella officinarum,Asterales,Asteraceae,wind.special,NA,0.8847248054700128,0.7945410612663271,0.8847248054700128,NA,herb,0.1,"NZ Flora Online: alpine, bank, clay, cliff, coast, dry, flat , forest, grassland, gravel, gully, hill, loam, margin, moist, montane, open, pasture, ridge, riparian, river terrace, riverbed, roadside, rock outcrop, sand, scree, shaded, sheltered, shrubland, silt, slope, stone, terrace, track, tussockland, wasteland; NZPCN: A plant of lowland, montane and subalpine habitats. Grows in sites with low to moderate fertility but appears to prefer moderate fertility. Shrubland, tussockland, cliff, bluff, riverbed and herbfield communities.",riparian,achene,dry,pappus,1.85e-4,wind,NA,NA,NA,NA,NA,"Esler 1988; Timmins & Mackenzie 1995; Groves 1996, cited in SID; Atkinson 1997",Wind dispersed (Esler 1988); Seed is dispersed by gravity and wind (NZPCN),"Wind; Diaspore is blown by wind; Method not stated; Also dispersed via vegetative spread. Diaspore=achene. The seed has a pappus. (Groves 1996, cited in Kew Seed Information Database).",NA,NA,2022-06-08T00:00:00Z,45056,2022-06-22T00:00:00Z
2,Pilosella piloselloides,Asterales,Asteraceae,wind.special,NA,1.139988558564491,1.173671422113661,1.139988558564491,NA,herb,0.45,"NZ Flora Online: alpine, bank, clay, cliff, dry, flat , forest, forest edge, grassland, gravel, hill, lake margin, loam, margin, moist, montane, open, pasture, roadside, rock outcrop, scree, sheltered, shrubland, silt, slope, terrace, track, tussockland, wasteland. NZPCN: A plant of lowland, montane and subalpine habitats, grows in low fertility sites in shrubland, tussockland and riverbeds.",riparian,achene,dry,pappus,2.115385e-4,wind,NA,NA,NA,NA,NA,Timmins & McKenzie 1995,NA,NA,NA,NA,2022-06-08T00:00:00Z,45056,2022-06-22T00:00:00Z
2,Senecio glastifolius,Asterales,Asteraceae,wind.special,NA,1.2001011482500266,1.272094453456839,1.2001011482500266,NA,herb,1,"NZ Flora Online: bank, clay, cliff, coast, dry, gravel, gully, hill, lowland, margin, open, pasture, riverbed, roadside, rock outcrop, sand, shaded, sheltered, shrubland, silt, slope, stone, terrace, track, wasteland; rocky banks with only interstitial soil, coarse river gravel, coastal scree, sandy substrate, sand dune swales and swamp margins (Williams et al. 1999).",riparian,achene,dry,pappus,4.816e-4,wind,NA,NA,NA,NA,NA,NA,NA,"S. congestus: Wind; Diaspore is blown by wind; Direct or experimental observation; (van der Pijl, 1982, cited in Kew SID); Senecio squalidus wind dispersed, Method not stated (Matlack 1987, cited in Kew SID); S. albonervus and S. angulifolius: Diaspore is blown by wind; Direct or experimental observation; Diaspore is plumed (Vazquez & Givnish, 1998, cited in Kew SID); S. jacobaea: viable seeds dispersed attached to cattle, donkey and horse (Couvreur et al. 2004)",dispersal based on seed morphology,NA,2022-06-09T00:00:00Z,NA,2022-06-27T00:00:00Z
2,Silybum marianum,Asterales,Asteraceae,wind.special,NA,0.9309250089058154,0.9191910162461026,0.9309250089058154,NA,herb,2,NA,NA,achene,dry,"pappus, elaiosome",0.0242,wind,attachment,water,ant,internal,NA,"Pemberton & Irving 1990; Groves 1996, cited in SID; Harrington et al. 2011; NZPCN","Most wind dispersal is probably within 10m of the plant. Seed can be spread in hay, by water, in mud, agricultural produce and grain, on machinery or animals (NZPCN). Seeds fed to goats viable and germinated after defecation (Harrington et al. 2011).","Wind; Diaspore is blown by wind; Method not stated; ; Mammals (non-bat).; Also dispersed by animals. Diaspore=achene; the seed has a pappus; achenes attach to fur of animals (Groves, 1996, cited in Kew SID). Seed has an elaiosome (Pemberton & Irving 1990).",NA,NA,2022-06-09T00:00:00Z,45062,2022-06-27T00:00:00Z
2,Silybum marianum,Asterales,Asteraceae,animal,NA,2.104373999780682,1.9408111948238411,2.104373999780682,NA,herb,2,NA,NA,achene,dry,"pappus, elaiosome",0.0242,wind,attachment,water,ant,internal,NA,"Pemberton & Irving 1990; Groves 1996, cited in SID; Harrington et al. 2011; NZPCN","Most wind dispersal is probably within 10m of the plant. Seed can be spread in hay, by water, in mud, agricultural produce and grain, on machinery or animals (NZPCN). Seeds fed to goats viable and germinated after defecation (Harrington et al. 2011).","Wind; Diaspore is blown by wind; Method not stated; ; Mammals (non-bat).; Also dispersed by animals. Diaspore=achene; the seed has a pappus; achenes attach to fur of animals (Groves, 1996, cited in Kew SID). Seed has an elaiosome (Pemberton & Irving 1990).",NA,NA,2022-06-09T00:00:00Z,45062,2022-06-27T00:00:00Z
2,Silybum marianum,Asterales,Asteraceae,ant,NA,1.0104546803017627,1.2276387266581885,1.0104546803017627,NA,herb,2,NA,NA,achene,dry,"pappus, elaiosome",0.0242,wind,attachment,water,ant,internal,NA,"Pemberton & Irving 1990; Groves 1996, cited in SID; Harrington et al. 2011; NZPCN","Most wind dispersal is probably within 10m of the plant. Seed can be spread in hay, by water, in mud, agricultural produce and grain, on machinery or animals (NZPCN). Seeds fed to goats viable and germinated after defecation (Harrington et al. 2011).","Wind; Diaspore is blown by wind; Method not stated; ; Mammals (non-bat).; Also dispersed by animals. Diaspore=achene; the seed has a pappus; achenes attach to fur of animals (Groves, 1996, cited in Kew SID). Seed has an elaiosome (Pemberton & Irving 1990).",NA,NA,2022-06-09T00:00:00Z,45062,2022-06-27T00:00:00Z
2,Tussilago farfara,Asterales,Asteraceae,wind.special,NA,1.0324948335973156,1.0187053393657306,1.0324948335973156,NA,herb,0.3,"NZ Flora Online:  gravel, moist, roadside, sand, stone",NA,achene,dry,pappus,3e-4,wind,NA,NA,NA,NA,NA,"Ridley 1930, cited in SID; Bouman et al. 2000, cited in SID",NA,"Diaspore is blown by wind  (Ridley 1930 and Bouman et al. 2000, cited in Kew Seed Information Database) and seed is plumed (Ridley 1930, cited in Kew SID)",NA,NA,2022-06-09T00:00:00Z,NA,2022-06-27T00:00:00Z
2,Impatiens glandulifera,Ericales,Balsaminaceae,ballistic,0.47475572789215537,0.45305847158071877,0.6948487103311032,0.47475572789215537,NA,herb,2.5,"NZPCN: Margins of water bodies, especially gullies, wet roadsides and forest margins.",riparian,capsule,dry,explosively dehiscent capsule,0.00983,ballistic,water,NA,NA,NA,NA,Webb et al. 1988; NZPCN,"capsule opening explosively (Webb et al. 1988); Seed dispersed by water and contaminated machinery, garden discards (NZPCN factsheet prepared by Paul Champion and Deborah Hofstra (NIWA)).",NA,NA,NA,2022-06-08T00:00:00Z,45043,2022-06-21T00:00:00Z
2,Berberis darwinii,Ranunculales,Berberidaceae,animal,NA,3.273738013944066,2.8760179317852925,3.273738013944066,NA,shrub,4,"NZ Flora Online: bank, clay, cliff, coast, dry, forest, forest edge, gully, hill, lake margin, loam, lowland, margin, open, pasture, ridge, roadside, rock outcrop, sand, scrubland, shaded, sheltered, slope, stone, terrace, track, unstable/eroded. NZPCN: low forest, scrub, forest margins and shrublands. Plant found in remnant forest stands, scrub, along forest and plantation margins, roadsides in Chile (Webb, Sykes and Garnock-Jones 1988). Plant found in forest margins, second-growth bush, scrub, plantations and roadsides.",NA,berry,fleshy,fleshy,0.00845,internal,NA,NA,NA,NA,NA,Timmins & Mackenzie 1995; Burrows 1995,bird dispersed (Burrows 1995),"England: fruits much sought after by birds in summer, especially in dry weather & largely by juvenile blackbirds (Snow & Snow 1988).",NA,NA,2023-06-16T00:00:00Z,45093,2023-06-16T00:00:00Z
2,Berberis glaucocarpa,Ranunculales,Berberidaceae,animal,NA,3.2123530593027363,2.803800219214933,3.2123530593027363,NA,shrub,7,"NZ Flora Online: bank, clay, cliff, coast, dry, forest, forest edge, gorge, gully, hill, loam, lowland, margin, moist, open, pasture, ridge, riparian, roadside, rock outcrop, sand, shaded, sheltered, shrubland, silt, slope, stone, terrace, track, wasteland, wetland",riparian,berry,fleshy,fleshy,0.0422,internal,NA,NA,NA,NA,NA,Williams & Karl 1996; Wyman & Kelly 2017,Intact seeds found in possum droppings (Wyman & Kelly 2017),NA,NA,NA,2023-06-16T00:00:00Z,NA,NA
2,Alnus glutinosa,Fagales,Betulaceae,wind.special,2.4230699058120617,2.1729423483597694,2.4104447357123084,2.4230699058120617,NA,tree,15,"NZ Flora Online: coast, lake margin, lowland, margin, moist, open, pasture, sand, shaded, sheltered, silt, stone; NZPCN: riparian areas along rivers and lakes.",riparian,catkin,dry,"winged nut, unwettable, floating tissue, very light seeds",0.005,wind,water,attachment,NA,NA,NA,"Young & Young 1992, cited in SID; Couvreur et al. 2004; Rosenthal 2006; Albert et al. 2015",NA,"Diaspore is blown by wind; Direct or experimental observation (Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland. Cited in Kew Seed Information Database); Diaspore=nut. The diaspore has wings or wing-like features. Seeds have been known to remain viable after floating in freshwater for 12 months. Wind - winged seed; water - unwettable, floating tissue, specific weight <1 (Rosenthal 2006). Seeds dispersed by deer in fur and on hooves (Albert et al. 2015); seeds dispersed attached to cattle fur (Couvreur et al. 2004)",NA,NA,2022-06-02T00:00:00Z,45033,2022-06-19T00:00:00Z
2,Alnus glutinosa,Fagales,Betulaceae,animal,3.5965188966869284,3.346391339234636,3.4320649142900472,3.5965188966869284,NA,tree,15,"NZ Flora Online: coast, lake margin, lowland, margin, moist, open, pasture, sand, shaded, sheltered, silt, stone; NZPCN: riparian areas along rivers and lakes.",riparian,catkin,dry,"winged nut, unwettable, floating tissue, very light seeds",0.005,wind,water,attachment,NA,NA,NA,"Young & Young 1992, cited in SID; Couvreur et al. 2004; Rosenthal 2006; Albert et al. 2015",NA,"Diaspore is blown by wind; Direct or experimental observation (Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland. Cited in Kew Seed Information Database); Diaspore=nut. The diaspore has wings or wing-like features. Seeds have been known to remain viable after floating in freshwater for 12 months. Wind - winged seed; water - unwettable, floating tissue, specific weight <1 (Rosenthal 2006). Seeds dispersed by deer in fur and on hooves (Albert et al. 2015); seeds dispersed attached to cattle fur (Couvreur et al. 2004)",NA,NA,2022-06-02T00:00:00Z,45033,2022-06-19T00:00:00Z
2,Betula pendula,Fagales,Betulaceae,wind.special,2.7270690945566067,2.4769415371043144,2.8356172655130023,2.7270690945566067,NA,tree,25,"NZ Flora Online:  dry, gravel, lowland, margin, montane, open, sand, stone, terrace, wasteland; NZPCN: wetland",NA,catkin,dry,winged seed,6e-4,wind,attachment,internal,NA,NA,NA,Webb et al. 1988; Mouissie et al. 2005; Albert et al. 2015,"light, wind-dispersed fruits with bracts (Webb et al. 1988); light nutlet with large wing","Wind; Diaspore is blown by wind; Method not stated; (Young & Young, 1992, cited in Kew SID); Diaspore=nut. The diaspore has wings or wing-like features. Combination: wind+animal; Method not stated; (Bouman et al., 2000, cited in Kew SID); seeds dispersed by deer internally (sometimes) and in fur and hooves (always; Albert et al. 2015); seeds occasionally attached to fleece on experimental sheep dummy but not cattle dummy (Mouissie et al. 2005)",NA,NA,2022-06-03T00:00:00Z,45034,2022-06-19T00:00:00Z
2,Betula pendula,Fagales,Betulaceae,animal,3.9005180854314734,3.650390527979181,3.857237444090741,3.9005180854314734,NA,tree,25,"NZ Flora Online:  dry, gravel, lowland, margin, montane, open, sand, stone, terrace, wasteland; NZPCN: wetland",NA,catkin,dry,winged seed,6e-4,wind,attachment,internal,NA,NA,NA,Webb et al. 1988; Mouissie et al. 2005; Albert et al. 2015,"light, wind-dispersed fruits with bracts (Webb et al. 1988); light nutlet with large wing","Wind; Diaspore is blown by wind; Method not stated; (Young & Young, 1992, cited in Kew SID); Diaspore=nut. The diaspore has wings or wing-like features. Combination: wind+animal; Method not stated; (Bouman et al., 2000, cited in Kew SID); seeds dispersed by deer internally (sometimes) and in fur and hooves (always; Albert et al. 2015); seeds occasionally attached to fleece on experimental sheep dummy but not cattle dummy (Mouissie et al. 2005)",NA,NA,2022-06-03T00:00:00Z,45034,2022-06-19T00:00:00Z
